type,class,order,family,genus,sci_name_orig,sci_name_fb,comm_name,habitat,lh_catg
invertebrate,Malacostraca,Decapoda,Pandalidae,Heterocarpus,Heterocarpus vicarius,Heterocarpus vicarius,Northern nylon shrimp,benthic,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Carangidae,Caranx,Caranx hippos,Caranx hippos,Crevalle jack,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus lathami,Trachurus lathami,Rough scad,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Gadiformes,Gadidae,Gadiculus,Gadiculus argenteus,Gadiculus argenteus,Silvery pout,pelagic-oceanic,"Cods, hakes, haddocks"
invertebrate,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,Holothuria scabra,Holothuria scabra,Sandfish,reef-associated,Sea cucumbers
finfish,Actinopterygii,Perciformes,Sparidae,Diplodus,Diplodus argenteus,Diplodus argenteus argenteus,South American silver porgy,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Pagrus,Pagrus auratus,Pagrus auratus,Silver seabream,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Clupeiformes,Chirocentridae,Chirocentrus,Chirocentrus dorab,Chirocentrus dorab,Dorab wolf-herring,reef-associated,"Herrings, sardines, anchovies"
invertebrate,Gastropoda,Neogastropoda,Buccinidae,Babylonia,Babylonia spirata,Babylonia spirata,Spiral babylon,benthic,"Abalones, winkles, conchs"
finfish,Actinopterygii,Perciformes,Carangidae,Pseudocaranx,Pseudocaranx dentex,Pseudocaranx dentex,White trevally,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Pleuronectiformes,Paralichthyidae,Cyclopsetta,Cyclopsetta panamensis,Cyclopsetta panamensis,God's flounder,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus striatus,Epinephelus striatus,Nassau grouper,reef-associated,Miscellaneous coastal fishes
finfish,Elasmobranchii,Rajiformes,Rhinobatidae,Rhinobatos,Rhinobatos planiceps,Rhinobatos planiceps,Pacific guitarfish,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Labridae,Lachnolaimus,Lachnolaimus maximus,Lachnolaimus maximus,Hogfish,reef-associated,Miscellaneous coastal fishes
invertebrate,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea iredalei,Crassostrea iredalei,Slipper cupped oyster,benthic,"Scallops, pectens"
finfish,Actinopterygii,Perciformes,Carangidae,Megalaspis,Megalaspis cordyla,Megalaspis cordyla,Torpedo scad,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Trachinotus,Trachinotus blochii,Trachinotus blochii,Snubnose pompano,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Gadiformes,Lotidae,Enchelyopus,Enchelyopus cimbrius,Enchelyopus cimbrius,Fourbeard rockling,demersal,"Cods, hakes, haddocks"
finfish,Actinopterygii,Perciformes,Rachycentridae,Rachycentron,Rachycentron canadum,Rachycentron canadum,Cobia,reef-associated,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Pandalidae,Plesionika,Plesionika edwardsii,Plesionika edwardsii,Striped soldier shrimp,benthic,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Carangidae,Seriolina,Seriolina nigrofasciata,Seriolina nigrofasciata,Blackbanded trevally,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Pleuronectiformes,Scophthalmidae,Lepidorhombus,Lepidorhombus boscii,Lepidorhombus boscii,Four-spot megrim,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Perciformes,Sparidae,Rhabdosargus,Rhabdosargus haffara,Rhabdosargus haffara,Haffara seabream,reef-associated,Miscellaneous coastal fishes
finfish,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,Mustelus asterias,Mustelus asterias,Starry smooth-hound,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Carangidae,Scomberoides,Scomberoides commersonnianus,Scomberoides commersonnianus,Talang queenfish,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,Acanthopagrus bifasciatus,Acanthopagrus bifasciatus,Twobar seabream,reef-associated,Miscellaneous coastal fishes
finfish,Elasmobranchii,Squaliformes,Centrophoridae,Centrophorus,Centrophorus lusitanicus,Centrophorus lusitanicus,Lowfin gulper shark,bathydemersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Lamniformes,Pseudocarchariidae,Pseudocarcharias,Pseudocarcharias kamoharai,Pseudocarcharias kamoharai,Crocodile shark,pelagic-oceanic,"Sharks, rays, chimaeras"
invertebrate,Malacostraca,Decapoda,Penaeidae,Metapenaeus,Metapenaeus monoceros,Metapenaeus monoceros,Speckled shrimp,demersal,"Shrimps, prawns"
invertebrate,Malacostraca,Decapoda,Penaeidae,Fenneropenaeus,Penaeus indicus,Fenneropenaeus indicus,Indian white prawn,benthic,"Shrimps, prawns"
invertebrate,Malacostraca,Decapoda,Portunidae,Polybius,Polybius henslowii,Polybius henslowii,Henslow‰Ûªs swimming crab,demersal,"Crabs, sea-spiders"
finfish,Actinopterygii,Perciformes,Sparidae,Cheimerius,Cheimerius nufar,Cheimerius nufar,Santer seabream,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Haemulidae,Diagramma,Diagramma pictum,Diagramma pictum,Painted sweetlips,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Echeneidae,Echeneis,Echeneis naucrates,Echeneis naucrates,Live sharksucker,reef-associated,Miscellaneous coastal fishes
invertebrate,Cephalopoda,Teuthida,Ommastrephidae,Todarodes,Todarodes filippovae,Todarodes filippovae,Antarctic flying squid,pelagic,Miscellaneous coastal fishes
finfish,Elasmobranchii,Squaliformes,Oxynotidae,Oxynotus,Oxynotus centrina,Oxynotus centrina,Angular roughshark,bathydemersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Squaliformes,Echinorhinidae,Echinorhinus,Echinorhinus brucus,Echinorhinus brucus,Bramble shark,bathydemersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Lamniformes,Lamnidae,Isurus,Isurus paucus,Isurus paucus,Longfin mako,pelagic-oceanic,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,Plectorhinchus pictus,Plectorhinchus pictus,Trout sweetlips,reef-associated,Miscellaneous coastal fishes
invertebrate,Bivalvia,Veneroida,Veneridae,Venerupis,Venerupis rhomboides,Venerupis rhomboides,Banded carpet shell,benthic,"Clams, cockles, arkshells"
invertebrate,Bivalvia,Veneroida,Pharidae,Pharus,Pharus legumen,Pharus legumen,Bean solen,NA,"Clams, cockles, arkshells"
invertebrate,Holothuroidea,Aspidochirotida,Stichopodidae,Thelenota,Thelenota ananas,Thelenota ananas,Prickly redfish,reef-associated,Sea cucumbers
finfish,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,Plectorhinchus sordidus,Plectorhinchus sordidus,Sordid rubberlip,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,Pomacanthus maculosus,Pomacanthus maculosus,Yellowbar angelfish,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys stridens,Pomadasys stridens,Striped piggy,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Terapontidae,Pelates,Pelates quadrilineatus,Pelates quadrilineatus,Fourlined terapon,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Gnathanodon,Gnathanodon speciosus,Gnathanodon speciosus,Golden trevally,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena jello,Sphyraena jello,Pickhandle barracuda,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena putnamae,Sphyraena putnamae,Sawtooth barracuda,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Lethrinus nebulosus,Lethrinus nebulosus,Spangled emperor,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Lethrinus lentjan,Lethrinus lentjan,Pink ear emperor,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Lethrinus microdon,Lethrinus microdon,Smalltooth emperor,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena obtusata,Sphyraena obtusata,Obtuse barracuda,reef-associated,Miscellaneous coastal fishes
finfish,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Negaprion,Negaprion brevirostris,Negaprion brevirostris,Lemon shark,reef-associated,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Carangidae,Alepes,Alepes djedaba,Alepes djedaba,Shrimp scad,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus argentimaculatus,Lutjanus argentimaculatus,Mangrove red snapper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Lethrinus atlanticus,Lethrinus atlanticus,Atlantic emperor,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Seriola,Seriola rivoliana,Seriola rivoliana,Longfin yellowtail,reef-associated,Miscellaneous coastal fishes
invertebrate,Bivalvia,Veneroida,Corbiculidae,Corbicula,Corbicula japonica,Corbicula japonica,Japanese corbicula,benthic,"Clams, cockles, arkshells"
finfish,Actinopterygii,Gadiformes,Gadidae,Eleginus,Eleginus navaga,Eleginus nawaga,Navaga(=Wachna cod),demersal,"Cods, hakes, haddocks"
finfish,Actinopterygii,Gadiformes,Gadidae,Eleginus,Eleginus gracilis,Eleginus gracilis,Saffron cod,demersal,"Cods, hakes, haddocks"
finfish,Actinopterygii,Perciformes,Serranidae,Mycteroperca,Mycteroperca bonaci,Mycteroperca bonaci,Black grouper,reef-associated,Miscellaneous coastal fishes
invertebrate,Cephalopoda,Teuthida,Gonatidae,Berryteuthis,Berryteuthis magister,Berryteuthis magister,Schoolmaster gonate squid,pelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Gadiformes,Phycidae,Phycis,Phycis chesteri,Phycis chesteri,Longfin hake,benthopelagic,"Cods, hakes, haddocks"
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus guttatus,Epinephelus guttatus,Red hind,reef-associated,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Lithodidae,Paralithodes,Paralithodes platypus,Paralithodes platypus,Blue king crab,demersal,"King crabs, squat-lobsters"
invertebrate,Malacostraca,Decapoda,Lithodidae,Paralithodes,Paralithodes brevipes,Paralithodes brevipes,Brown king crab,benthic,"King crabs, squat-lobsters"
invertebrate,Malacostraca,Decapoda,Lithodidae,Lithodes,Lithodes aequispina,Lithodes aequispinus,Golden king crab,benthic,"King crabs, squat-lobsters"
invertebrate,Malacostraca,Decapoda,Cheiragonidae,Erimacrus,Erimacrus isenbeckii,Erimacrus isenbeckii,Hair crab,demersal,"Crabs, sea-spiders"
invertebrate,Malacostraca,Decapoda,Pandalidae,Pandalus,Pandalus hypsinotus,Pandalus hypsinotus,Coonstripe shrimp,demersal,"Shrimps, prawns"
invertebrate,Malacostraca,Decapoda,Pandalidae,Pandalus,Pandalus goniurus,Pandalus goniurus,Humpy shrimp,demersal,"Shrimps, prawns"
invertebrate,Malacostraca,Decapoda,Pandalidae,Pandalus,Pandalus kessleri,Pandalus kessleri,Hokkai shrimp,pelagic,"Shrimps, prawns"
invertebrate,Malacostraca,Decapoda,Pandalidae,Pandalopsis,Pandalopsis japonica,Pandalopsis japonica,Morotoge shrimp,benthic,"Shrimps, prawns"
invertebrate,Malacostraca,Decapoda,Lithodidae,Paralomis,Paralomis verrilli,Paralomis verrilli,Red vermillion crab,demersal,"Crabs, sea-spiders"
invertebrate,Malacostraca,Decapoda,Palinuridae,Jasus,Jasus tristani,Jasus tristani,Tristan da Cunha rock lobster,demersal,"Lobsters, spiny-rock lobsters"
finfish,Actinopterygii,Perciformes,Serranidae,Cephalopholis,Cephalopholis fulva,Cephalopholis fulva,Coney,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus griseus,Lutjanus griseus,Grey snapper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus synagris,Lutjanus synagris,Lane snapper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Ocyurus,Ocyurus chrysurus,Ocyurus chrysurus,Yellowtail snapper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus morio,Epinephelus morio,Red grouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Caranx,Caranx crysos,Caranx crysos,Blue runner,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Selar,Selar crumenophthalmus,Selar crumenophthalmus,Bigeye scad,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Labridae,Labrus,Labrus bergylta,Labrus bergylta,Ballan wrasse,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus analogus,Epinephelus analogus,Spotted grouper,reef-associated,Miscellaneous coastal fishes
finfish,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,Himantura gerrardi,Himantura gerrardi,Sharpnose stingray,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus argentiventris,Lutjanus argentiventris,Yellow snapper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Labridae,Labrus,Labrus merula,Labrus merula,Brown wrasse,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Scaridae,Sparisoma,Sparisoma cretense,Sparisoma cretense,Parrotfish,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus marginatus,Epinephelus marginatus,Dusky grouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus rivulatus,Siganus rivulatus,Marbled spinefoot,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus luridus,Siganus luridus,Dusky spinefoot,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Archosargus,Archosargus rhomboidalis,Archosargus rhomboidalis,Western Atlantic seabream,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Calamus,Calamus brachysomus,Calamus brachysomus,Pacific porgy,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Decapterus,Decapterus macrosoma,Decapterus macrosoma,Shortfin scad,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Ephippidae,Chaetodipterus,Chaetodipterus zonatus,Chaetodipterus zonatus,Pacific spadefish,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Lethrinus mahsena,Lethrinus mahsena,Sky emperor,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Gerreidae,Gerres,Gerres oyena,Gerres oyena,Common silver-biddy,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus tauvina,Epinephelus tauvina,Greasy grouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Variola,Variola louti,Variola louti,Yellow-edged lyretail,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Lethrinus borbonicus,Lethrinus borbonicus,Snubnose emperor,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,Plectorhinchus schotaf,Plectorhinchus schotaf,Minstrel sweetlips,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus areolatus,Epinephelus areolatus,Areolate grouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Parastromateus,Parastromateus niger,Parastromateus niger,Black pomfret,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Malacanthidae,Malacanthus,Malacanthus plumieri,Malacanthus plumieri,Sand tilefish,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Elagatis,Elagatis bipinnulata,Elagatis bipinnulata,Rainbow runner,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena barracuda,Sphyraena barracuda,Great barracuda,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Selaroides,Selaroides leptolepis,Selaroides leptolepis,Yellowstripe scad,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Cephalopholis,Cephalopholis boenak,Cephalopholis boenak,Chocolate hind,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus merra,Epinephelus merra,Honeycomb grouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Plectropomus,Plectropomus leopardus,Plectropomus leopardus,Leopard coralgrouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Cromileptes,Cromileptes altivelis,Cromileptes altivelis,Humpback grouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Labridae,Cheilinus,Cheilinus undulatus,Cheilinus undulatus,Humphead wrasse,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sillaginidae,Sillago,Sillago sihama,Sillago sihama,Silver sillago,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Priacanthidae,Priacanthus,Priacanthus macracanthus,Priacanthus macracanthus,Red bigeye,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus coioides,Epinephelus coioides,Orange-spotted grouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Caranx,Caranx ignobilis,Caranx ignobilis,Giant trevally,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus johnii,Lutjanus johnii,John's snapper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus malabaricus,Lutjanus malabaricus,Malabar blood snapper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Pomadasys kaakan,Pomadasys kaakan,Javelin grunter,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Drepaneidae,Drepane,Drepane punctata,Drepane punctata,Spotted sicklefish,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Scomberoides,Scomberoides lysan,Scomberoides lysan,Doublespotted queenfish,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Labridae,Xyrichtys,Xyrichtys novacula,Xyrichtys novacula,Pearly razorfish,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Naucrates,Naucrates ductor,Naucrates ductor,Pilotfish,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lateolabracidae,Lateolabrax,Lateolabrax japonicus,Lateolabrax japonicus,Japanese seabass,reef-associated,Miscellaneous coastal fishes
finfish,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus signatus,Carcharhinus signatus,Night shark,benthopelagic,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Carangidae,Decapterus,Decapterus maruadsi,Decapterus maruadsi,Japanese scad,reef-associated,Miscellaneous coastal fishes
invertebrate,Ascidiacea,Pleurogona,Pyuridae,Pyura,Pyura chilensis,Pyura chilensis,Red sea squirt,sessile,Sea squirts
invertebrate,Ascidiacea,Pleurogona,Pyuridae,Microcosmus,Microcosmus sulcatus,Microcosmus sulcatus,Grooved sea squirt,demersal,Sea squirts
invertebrate,Ascidiacea,Pleurogona,Pyuridae,Pyura,Pyura stolonifera,Pyura stolonifera,Red bait,sessile,Sea squirts
invertebrate,Echinoidea,Echinoida,Echinidae,Paracentrotus,Paracentrotus lividus,Paracentrotus lividus,Stony sea urchin,benthic,Sea urchins
finfish,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso unicornis,Naso unicornis,Bluespine unicornfish,reef-associated,Miscellaneous coastal fishes
invertebrate,Gastropoda,Neogastropoda,Muricidae,Bolinus,Bolinus brandaris,Bolinus brandaris,Purple dye murex,benthic,"Abalones, winkles, conchs"
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus campechanus,Lutjanus campechanus,Northern red snapper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Pleuronectiformes,Soleidae,Austroglossus,Austroglossus pectoralis,Austroglossus pectoralis,Mud sole,demersal,"Flounders, halibuts, soles"
invertebrate,Gastropoda,Patellogastropoda,Haliotidae,Haliotis,Haliotis midae,Haliotis midae,Perlemoen abalone,demersal,"Abalones, winkles, conchs"
finfish,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,Triakis megalopterus,Triakis megalopterus,Sharptooth houndshark,demersal,"Sharks, rays, chimaeras"
invertebrate,Malacostraca,Decapoda,Palinuridae,Palinurus,Palinurus delagoae,Palinurus delagoae,Natal spiny lobster,demersal,"Lobsters, spiny-rock lobsters"
finfish,Actinopterygii,Perciformes,Centropomidae,Centropomus,Centropomus undecimalis,Centropomus undecimalis,Common snook,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus,Caulolatilus princeps,Caulolatilus princeps,Ocean whitefish,reef-associated,Miscellaneous coastal fishes
invertebrate,Echinoidea,Echinoida,Echinidae,Loxechinus,Loxechinus albus,Loxechinus albus,Chilean sea urchin,demersal,Sea urchins
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus guttatus,Lutjanus guttatus,Spotted rose snapper,reef-associated,Miscellaneous coastal fishes
finfish,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus obscurus,Carcharhinus obscurus,Dusky shark,reef-associated,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus peru,Lutjanus peru,Pacific red snapper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Hoplopagrus,Hoplopagrus guentherii,Hoplopagrus guentherii,Mexican barred snapper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Haemulidae,Haemulon,Haemulon plumierii,Haemulon plumierii,White grunt,reef-associated,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Geryonidae,Geryon,Geryon longipes,Geryon longipes,Mediterranean geryon,demersal,"Crabs, sea-spiders"
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus cyanopterus,Lutjanus cyanopterus,Cubera snapper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Caprodon,Caprodon longimanus,Caprodon longimanus,Pink maomao,reef-associated,Miscellaneous coastal fishes
finfish,Elasmobranchii,Rajiformes,Rajidae,Raja,Raja maderensis,Raja maderensis,Madeiran ray,bathydemersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Labridae,Centrolabrus,Centrolabrus exoletus,Centrolabrus exoletus,Rock cook,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Ctenolabrus rupestris,Goldsinny-wrasse,reef-associated,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Solenoceridae,Haliporoides,Haliporoides sibogae,Haliporoides sibogae,Jack-knife shrimp,benthic,"Shrimps, prawns"
finfish,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,Mobula mobular,Mobula mobular,Devil fish,pelagic-neritic,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Gadiformes,Lotidae,Molva,Molva macrophthalma,Molva macrophthalma,Spanish ling,demersal,"Cods, hakes, haddocks"
finfish,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius paradoxus,Merluccius paradoxus,Deep-water Cape hake,bathydemersal,"Cods, hakes, haddocks"
finfish,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,Dasyatis centroura,Dasyatis centroura,Roughtail stingray,demersal,"Sharks, rays, chimaeras"
invertebrate,Bivalvia,Veneroida,Mactridae,Spisula,Spisula subtruncata,Spisula subtruncata,Subtruncate surf clam,benthic,"Clams, cockles, arkshells"
invertebrate,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,Pasiphaea tarda,Pasiphaea tarda,Crimson pasiphaeid,demersal,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Labridae,Symphodus,Symphodus melops,Symphodus melops,Corkwing wrasse,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Menidae,Mene,Mene maculata,Mene maculata,Moonfish,reef-associated,Miscellaneous coastal fishes
invertebrate,Echinoidea,Echinoida,Echinidae,Echinus,Echinus esculentus,Echinus esculentus,European edible sea urchin,demersal,Sea urchins
invertebrate,Malacostraca,Decapoda,Penaeidae,Penaeus,Penaeus penicillatus,Penaeus penicillatus,Redtail prawn,demersal,"Shrimps, prawns"
invertebrate,Malacostraca,Decapoda,Scyllaridae,Ibacus,Ibacus ciliatus,Ibacus ciliatus,Japanese fan lobster,benthic,"Lobsters, spiny-rock lobsters"
finfish,Actinopterygii,Perciformes,Labridae,Coris,Coris julis,Coris julis,Rainbow wrasse,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus buccanella,Lutjanus buccanella,Blackfin snapper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Mycteroperca,Mycteroperca venenosa,Mycteroperca venenosa,Yellowfin grouper,reef-associated,Miscellaneous coastal fishes
finfish,Elasmobranchii,Carcharhiniformes,Triakidae,Hemitriakis,Hemitriakis japanica,Hemitriakis japanica,Japanese topeshark,demersal,"Sharks, rays, chimaeras"
invertebrate,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus ornatus,Panulirus ornatus,Ornate spiny lobster,benthic,"Lobsters, spiny-rock lobsters"
invertebrate,Cephalopoda,Teuthida,Onychoteuthidae,Onykia,Onykia robusta,Onykia robusta,Robust clubhook squid,pelagic,Miscellaneous coastal fishes
invertebrate,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris,Octopus vulgaris,Common octopus,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Pleuronectiformes,Psettodidae,Psettodes,Psettodes belcheri,Psettodes belcheri,Spottail spiny turbot,demersal,"Flounders, halibuts, soles"
